date_key,full_date,day,month,month_name,quarter,year,week_of_year,day_name,is_weekend
20171211,2017-12-11,11,12,December,Q4,2017,50,Monday,0
20171212,2017-12-12,12,12,December,Q4,2017,50,Tuesday,0
20171213,2017-12-13,13,12,December,Q4,2017,50,Wednesday,0
20171214,2017-12-14,14,12,December,Q4,2017,50,Thursday,0
20171215,2017-12-15,15,12,December,Q4,2017,50,Friday,0
20171216,2017-12-16,16,12,December,Q4,2017,50,Saturday,1
20171217,2017-12-17,17,12,December,Q4,2017,50,Sunday,1
20171218,2017-12-18,18,12,December,Q4,2017,51,Monday,0
20171219,2017-12-19,19,12,December,Q4,2017,51,Tuesday,0
20171220,2017-12-20,20,12,December,Q4,2017,51,Wednesday,0
20171221,2017-12-21,21,12,December,Q4,2017,51,Thursday,0
20171222,2017-12-22,22,12,December,Q4,2017,51,Friday,0
20171223,2017-12-23,23,12,December,Q4,2017,51,Saturday,1
20171224,2017-12-24,24,12,December,Q4,2017,51,Sunday,1
20171225,2017-12-25,25,12,December,Q4,2017,52,Monday,0
20171226,2017-12-26,26,12,December,Q4,2017,52,Tuesday,0
20171227,2017-12-27,27,12,December,Q4,2017,52,Wednesday,0
20171228,2017-12-28,28,12,December,Q4,2017,52,Thursday,0
20171229,2017-12-29,29,12,December,Q4,2017,52,Friday,0
20171230,2017-12-30,30,12,December,Q4,2017,52,Saturday,1
20171231,2017-12-31,31,12,December,Q4,2017,52,Sunday,1
20180101,2018-01-01,1,1,January,Q1,2018,1,Monday,0
20180102,2018-01-02,2,1,January,Q1,2018,1,Tuesday,0
20180103,2018-01-03,3,1,January,Q1,2018,1,Wednesday,0
20180104,2018-01-04,4,1,January,Q1,2018,1,Thursday,0
20180105,2018-01-05,5,1,January,Q1,2018,1,Friday,0
20180106,2018-01-06,6,1,January,Q1,2018,1,Saturday,1
20180107,2018-01-07,7,1,January,Q1,2018,1,Sunday,1
20180108,2018-01-08,8,1,January,Q1,2018,2,Monday,0
20180109,2018-01-09,9,1,January,Q1,2018,2,Tuesday,0
20180110,2018-01-10,10,1,January,Q1,2018,2,Wednesday,0
20180111,2018-01-11,11,1,January,Q1,2018,2,Thursday,0
20180112,2018-01-12,12,1,January,Q1,2018,2,Friday,0
20180113,2018-01-13,13,1,January,Q1,2018,2,Saturday,1
20180114,2018-01-14,14,1,January,Q1,2018,2,Sunday,1
20180115,2018-01-15,15,1,January,Q1,2018,3,Monday,0
20180116,2018-01-16,16,1,January,Q1,2018,3,Tuesday,0
20180117,2018-01-17,17,1,January,Q1,2018,3,Wednesday,0
20180118,2018-01-18,18,1,January,Q1,2018,3,Thursday,0
20180119,2018-01-19,19,1,January,Q1,2018,3,Friday,0
20180120,2018-01-20,20,1,January,Q1,2018,3,Saturday,1
20180121,2018-01-21,21,1,January,Q1,2018,3,Sunday,1
20180122,2018-01-22,22,1,January,Q1,2018,4,Monday,0
20180123,2018-01-23,23,1,January,Q1,2018,4,Tuesday,0
20180124,2018-01-24,24,1,January,Q1,2018,4,Wednesday,0
20180125,2018-01-25,25,1,January,Q1,2018,4,Thursday,0
20180126,2018-01-26,26,1,January,Q1,2018,4,Friday,0
20180127,2018-01-27,27,1,January,Q1,2018,4,Saturday,1
20180128,2018-01-28,28,1,January,Q1,2018,4,Sunday,1
20180129,2018-01-29,29,1,January,Q1,2018,5,Monday,0
20180130,2018-01-30,30,1,January,Q1,2018,5,Tuesday,0
20180131,2018-01-31,31,1,January,Q1,2018,5,Wednesday,0
20180201,2018-02-01,1,2,February,Q1,2018,5,Thursday,0
20180202,2018-02-02,2,2,February,Q1,2018,5,Friday,0
20180203,2018-02-03,3,2,February,Q1,2018,5,Saturday,1
20180204,2018-02-04,4,2,February,Q1,2018,5,Sunday,1
20180205,2018-02-05,5,2,February,Q1,2018,6,Monday,0
20180206,2018-02-06,6,2,February,Q1,2018,6,Tuesday,0
20180207,2018-02-07,7,2,February,Q1,2018,6,Wednesday,0
20180208,2018-02-08,8,2,February,Q1,2018,6,Thursday,0
20180209,2018-02-09,9,2,February,Q1,2018,6,Friday,0
20180210,2018-02-10,10,2,February,Q1,2018,6,Saturday,1
20180211,2018-02-11,11,2,February,Q1,2018,6,Sunday,1
20180212,2018-02-12,12,2,February,Q1,2018,7,Monday,0
20180213,2018-02-13,13,2,February,Q1,2018,7,Tuesday,0
20180214,2018-02-14,14,2,February,Q1,2018,7,Wednesday,0
20180215,2018-02-15,15,2,February,Q1,2018,7,Thursday,0
20180216,2018-02-16,16,2,February,Q1,2018,7,Friday,0
20180217,2018-02-17,17,2,February,Q1,2018,7,Saturday,1
20180218,2018-02-18,18,2,February,Q1,2018,7,Sunday,1
20180219,2018-02-19,19,2,February,Q1,2018,8,Monday,0
20180220,2018-02-20,20,2,February,Q1,2018,8,Tuesday,0
20180221,2018-02-21,21,2,February,Q1,2018,8,Wednesday,0
20180222,2018-02-22,22,2,February,Q1,2018,8,Thursday,0
20180223,2018-02-23,23,2,February,Q1,2018,8,Friday,0
20180224,2018-02-24,24,2,February,Q1,2018,8,Saturday,1
20180225,2018-02-25,25,2,February,Q1,2018,8,Sunday,1
20180226,2018-02-26,26,2,February,Q1,2018,9,Monday,0
20180227,2018-02-27,27,2,February,Q1,2018,9,Tuesday,0
20180228,2018-02-28,28,2,February,Q1,2018,9,Wednesday,0
20180301,2018-03-01,1,3,March,Q1,2018,9,Thursday,0
20180302,2018-03-02,2,3,March,Q1,2018,9,Friday,0
20180303,2018-03-03,3,3,March,Q1,2018,9,Saturday,1
20180304,2018-03-04,4,3,March,Q1,2018,9,Sunday,1
20180305,2018-03-05,5,3,March,Q1,2018,10,Monday,0
20180306,2018-03-06,6,3,March,Q1,2018,10,Tuesday,0
20180307,2018-03-07,7,3,March,Q1,2018,10,Wednesday,0
20180308,2018-03-08,8,3,March,Q1,2018,10,Thursday,0
20180309,2018-03-09,9,3,March,Q1,2018,10,Friday,0
20180310,2018-03-10,10,3,March,Q1,2018,10,Saturday,1
20180311,2018-03-11,11,3,March,Q1,2018,10,Sunday,1
20180312,2018-03-12,12,3,March,Q1,2018,11,Monday,0
20180313,2018-03-13,13,3,March,Q1,2018,11,Tuesday,0
20180314,2018-03-14,14,3,March,Q1,2018,11,Wednesday,0
20180315,2018-03-15,15,3,March,Q1,2018,11,Thursday,0
20180316,2018-03-16,16,3,March,Q1,2018,11,Friday,0
20180317,2018-03-17,17,3,March,Q1,2018,11,Saturday,1
20180318,2018-03-18,18,3,March,Q1,2018,11,Sunday,1
20180319,2018-03-19,19,3,March,Q1,2018,12,Monday,0
20180320,2018-03-20,20,3,March,Q1,2018,12,Tuesday,0
20180321,2018-03-21,21,3,March,Q1,2018,12,Wednesday,0
20180322,2018-03-22,22,3,March,Q1,2018,12,Thursday,0
20180323,2018-03-23,23,3,March,Q1,2018,12,Friday,0
20180324,2018-03-24,24,3,March,Q1,2018,12,Saturday,1
20180325,2018-03-25,25,3,March,Q1,2018,12,Sunday,1
20180326,2018-03-26,26,3,March,Q1,2018,13,Monday,0
20180327,2018-03-27,27,3,March,Q1,2018,13,Tuesday,0
20180328,2018-03-28,28,3,March,Q1,2018,13,Wednesday,0
20180329,2018-03-29,29,3,March,Q1,2018,13,Thursday,0
20180330,2018-03-30,30,3,March,Q1,2018,13,Friday,0
20180331,2018-03-31,31,3,March,Q1,2018,13,Saturday,1
20180401,2018-04-01,1,4,April,Q2,2018,13,Sunday,1
20180402,2018-04-02,2,4,April,Q2,2018,14,Monday,0
20180403,2018-04-03,3,4,April,Q2,2018,14,Tuesday,0
20180404,2018-04-04,4,4,April,Q2,2018,14,Wednesday,0
20180405,2018-04-05,5,4,April,Q2,2018,14,Thursday,0
20180406,2018-04-06,6,4,April,Q2,2018,14,Friday,0
20180407,2018-04-07,7,4,April,Q2,2018,14,Saturday,1
20180408,2018-04-08,8,4,April,Q2,2018,14,Sunday,1
20180409,2018-04-09,9,4,April,Q2,2018,15,Monday,0
20180410,2018-04-10,10,4,April,Q2,2018,15,Tuesday,0
20180411,2018-04-11,11,4,April,Q2,2018,15,Wednesday,0
20180412,2018-04-12,12,4,April,Q2,2018,15,Thursday,0
20180413,2018-04-13,13,4,April,Q2,2018,15,Friday,0
20180414,2018-04-14,14,4,April,Q2,2018,15,Saturday,1
20180415,2018-04-15,15,4,April,Q2,2018,15,Sunday,1
20180416,2018-04-16,16,4,April,Q2,2018,16,Monday,0
20180417,2018-04-17,17,4,April,Q2,2018,16,Tuesday,0
20180418,2018-04-18,18,4,April,Q2,2018,16,Wednesday,0
20180419,2018-04-19,19,4,April,Q2,2018,16,Thursday,0
20180420,2018-04-20,20,4,April,Q2,2018,16,Friday,0
20180421,2018-04-21,21,4,April,Q2,2018,16,Saturday,1
20180422,2018-04-22,22,4,April,Q2,2018,16,Sunday,1
20180423,2018-04-23,23,4,April,Q2,2018,17,Monday,0
20180424,2018-04-24,24,4,April,Q2,2018,17,Tuesday,0
20180425,2018-04-25,25,4,April,Q2,2018,17,Wednesday,0
20180426,2018-04-26,26,4,April,Q2,2018,17,Thursday,0
20180427,2018-04-27,27,4,April,Q2,2018,17,Friday,0
20180428,2018-04-28,28,4,April,Q2,2018,17,Saturday,1
20180429,2018-04-29,29,4,April,Q2,2018,17,Sunday,1
20180430,2018-04-30,30,4,April,Q2,2018,18,Monday,0
20180501,2018-05-01,1,5,May,Q2,2018,18,Tuesday,0
20180502,2018-05-02,2,5,May,Q2,2018,18,Wednesday,0
20180503,2018-05-03,3,5,May,Q2,2018,18,Thursday,0
20180504,2018-05-04,4,5,May,Q2,2018,18,Friday,0
20180505,2018-05-05,5,5,May,Q2,2018,18,Saturday,1
20180506,2018-05-06,6,5,May,Q2,2018,18,Sunday,1
20180507,2018-05-07,7,5,May,Q2,2018,19,Monday,0
20180508,2018-05-08,8,5,May,Q2,2018,19,Tuesday,0
20180509,2018-05-09,9,5,May,Q2,2018,19,Wednesday,0
20180510,2018-05-10,10,5,May,Q2,2018,19,Thursday,0
20180511,2018-05-11,11,5,May,Q2,2018,19,Friday,0
20180512,2018-05-12,12,5,May,Q2,2018,19,Saturday,1
20180513,2018-05-13,13,5,May,Q2,2018,19,Sunday,1
20180514,2018-05-14,14,5,May,Q2,2018,20,Monday,0
20180515,2018-05-15,15,5,May,Q2,2018,20,Tuesday,0
20180516,2018-05-16,16,5,May,Q2,2018,20,Wednesday,0
20180517,2018-05-17,17,5,May,Q2,2018,20,Thursday,0
20180518,2018-05-18,18,5,May,Q2,2018,20,Friday,0
20180519,2018-05-19,19,5,May,Q2,2018,20,Saturday,1
20180520,2018-05-20,20,5,May,Q2,2018,20,Sunday,1
20180521,2018-05-21,21,5,May,Q2,2018,21,Monday,0
20180522,2018-05-22,22,5,May,Q2,2018,21,Tuesday,0
20180523,2018-05-23,23,5,May,Q2,2018,21,Wednesday,0
20180524,2018-05-24,24,5,May,Q2,2018,21,Thursday,0
20180525,2018-05-25,25,5,May,Q2,2018,21,Friday,0
20180526,2018-05-26,26,5,May,Q2,2018,21,Saturday,1
20180527,2018-05-27,27,5,May,Q2,2018,21,Sunday,1
20180528,2018-05-28,28,5,May,Q2,2018,22,Monday,0
20180529,2018-05-29,29,5,May,Q2,2018,22,Tuesday,0
20180530,2018-05-30,30,5,May,Q2,2018,22,Wednesday,0
20180531,2018-05-31,31,5,May,Q2,2018,22,Thursday,0
20180601,2018-06-01,1,6,June,Q2,2018,22,Friday,0
20180602,2018-06-02,2,6,June,Q2,2018,22,Saturday,1
20180603,2018-06-03,3,6,June,Q2,2018,22,Sunday,1
20180604,2018-06-04,4,6,June,Q2,2018,23,Monday,0
20180605,2018-06-05,5,6,June,Q2,2018,23,Tuesday,0
20180606,2018-06-06,6,6,June,Q2,2018,23,Wednesday,0
20180607,2018-06-07,7,6,June,Q2,2018,23,Thursday,0
20180608,2018-06-08,8,6,June,Q2,2018,23,Friday,0
20180609,2018-06-09,9,6,June,Q2,2018,23,Saturday,1
20180610,2018-06-10,10,6,June,Q2,2018,23,Sunday,1
20180611,2018-06-11,11,6,June,Q2,2018,24,Monday,0
20180612,2018-06-12,12,6,June,Q2,2018,24,Tuesday,0
20180613,2018-06-13,13,6,June,Q2,2018,24,Wednesday,0
20180614,2018-06-14,14,6,June,Q2,2018,24,Thursday,0
20180615,2018-06-15,15,6,June,Q2,2018,24,Friday,0
20180616,2018-06-16,16,6,June,Q2,2018,24,Saturday,1
20180617,2018-06-17,17,6,June,Q2,2018,24,Sunday,1
20180618,2018-06-18,18,6,June,Q2,2018,25,Monday,0
20180619,2018-06-19,19,6,June,Q2,2018,25,Tuesday,0
20180620,2018-06-20,20,6,June,Q2,2018,25,Wednesday,0
20180621,2018-06-21,21,6,June,Q2,2018,25,Thursday,0
20180622,2018-06-22,22,6,June,Q2,2018,25,Friday,0
20180623,2018-06-23,23,6,June,Q2,2018,25,Saturday,1
20180624,2018-06-24,24,6,June,Q2,2018,25,Sunday,1
20180625,2018-06-25,25,6,June,Q2,2018,26,Monday,0
20180626,2018-06-26,26,6,June,Q2,2018,26,Tuesday,0
20180627,2018-06-27,27,6,June,Q2,2018,26,Wednesday,0
20180628,2018-06-28,28,6,June,Q2,2018,26,Thursday,0
20180629,2018-06-29,29,6,June,Q2,2018,26,Friday,0
20180630,2018-06-30,30,6,June,Q2,2018,26,Saturday,1
20180701,2018-07-01,1,7,July,Q3,2018,26,Sunday,1
20180702,2018-07-02,2,7,July,Q3,2018,27,Monday,0
20180703,2018-07-03,3,7,July,Q3,2018,27,Tuesday,0
20180704,2018-07-04,4,7,July,Q3,2018,27,Wednesday,0
20180705,2018-07-05,5,7,July,Q3,2018,27,Thursday,0
20180706,2018-07-06,6,7,July,Q3,2018,27,Friday,0
20180707,2018-07-07,7,7,July,Q3,2018,27,Saturday,1
20180708,2018-07-08,8,7,July,Q3,2018,27,Sunday,1
20180709,2018-07-09,9,7,July,Q3,2018,28,Monday,0
20180710,2018-07-10,10,7,July,Q3,2018,28,Tuesday,0
20180711,2018-07-11,11,7,July,Q3,2018,28,Wednesday,0
20180712,2018-07-12,12,7,July,Q3,2018,28,Thursday,0
20180713,2018-07-13,13,7,July,Q3,2018,28,Friday,0
20180714,2018-07-14,14,7,July,Q3,2018,28,Saturday,1
20180715,2018-07-15,15,7,July,Q3,2018,28,Sunday,1
20180716,2018-07-16,16,7,July,Q3,2018,29,Monday,0
20180717,2018-07-17,17,7,July,Q3,2018,29,Tuesday,0
20180718,2018-07-18,18,7,July,Q3,2018,29,Wednesday,0
20180719,2018-07-19,19,7,July,Q3,2018,29,Thursday,0
20180720,2018-07-20,20,7,July,Q3,2018,29,Friday,0
20180721,2018-07-21,21,7,July,Q3,2018,29,Saturday,1
20180722,2018-07-22,22,7,July,Q3,2018,29,Sunday,1
20180723,2018-07-23,23,7,July,Q3,2018,30,Monday,0
20180724,2018-07-24,24,7,July,Q3,2018,30,Tuesday,0
20180725,2018-07-25,25,7,July,Q3,2018,30,Wednesday,0
20180726,2018-07-26,26,7,July,Q3,2018,30,Thursday,0
20180727,2018-07-27,27,7,July,Q3,2018,30,Friday,0
20180728,2018-07-28,28,7,July,Q3,2018,30,Saturday,1
20180729,2018-07-29,29,7,July,Q3,2018,30,Sunday,1
20180730,2018-07-30,30,7,July,Q3,2018,31,Monday,0
20180731,2018-07-31,31,7,July,Q3,2018,31,Tuesday,0
20180801,2018-08-01,1,8,August,Q3,2018,31,Wednesday,0
20180802,2018-08-02,2,8,August,Q3,2018,31,Thursday,0
20180803,2018-08-03,3,8,August,Q3,2018,31,Friday,0
20180804,2018-08-04,4,8,August,Q3,2018,31,Saturday,1
20180805,2018-08-05,5,8,August,Q3,2018,31,Sunday,1
20180806,2018-08-06,6,8,August,Q3,2018,32,Monday,0
20180807,2018-08-07,7,8,August,Q3,2018,32,Tuesday,0
20180808,2018-08-08,8,8,August,Q3,2018,32,Wednesday,0
20180809,2018-08-09,9,8,August,Q3,2018,32,Thursday,0
20180810,2018-08-10,10,8,August,Q3,2018,32,Friday,0
20180811,2018-08-11,11,8,August,Q3,2018,32,Saturday,1
20180812,2018-08-12,12,8,August,Q3,2018,32,Sunday,1
20180813,2018-08-13,13,8,August,Q3,2018,33,Monday,0
20180814,2018-08-14,14,8,August,Q3,2018,33,Tuesday,0
20180815,2018-08-15,15,8,August,Q3,2018,33,Wednesday,0
20180816,2018-08-16,16,8,August,Q3,2018,33,Thursday,0
20180817,2018-08-17,17,8,August,Q3,2018,33,Friday,0
20180818,2018-08-18,18,8,August,Q3,2018,33,Saturday,1
20180819,2018-08-19,19,8,August,Q3,2018,33,Sunday,1
20180820,2018-08-20,20,8,August,Q3,2018,34,Monday,0
20180821,2018-08-21,21,8,August,Q3,2018,34,Tuesday,0
20180822,2018-08-22,22,8,August,Q3,2018,34,Wednesday,0
20180823,2018-08-23,23,8,August,Q3,2018,34,Thursday,0
20180824,2018-08-24,24,8,August,Q3,2018,34,Friday,0
20180825,2018-08-25,25,8,August,Q3,2018,34,Saturday,1
20180826,2018-08-26,26,8,August,Q3,2018,34,Sunday,1
20180827,2018-08-27,27,8,August,Q3,2018,35,Monday,0
20180828,2018-08-28,28,8,August,Q3,2018,35,Tuesday,0
20180829,2018-08-29,29,8,August,Q3,2018,35,Wednesday,0
20180830,2018-08-30,30,8,August,Q3,2018,35,Thursday,0
20180831,2018-08-31,31,8,August,Q3,2018,35,Friday,0
20180901,2018-09-01,1,9,September,Q3,2018,35,Saturday,1
20180902,2018-09-02,2,9,September,Q3,2018,35,Sunday,1
20180903,2018-09-03,3,9,September,Q3,2018,36,Monday,0
20180904,2018-09-04,4,9,September,Q3,2018,36,Tuesday,0
20180905,2018-09-05,5,9,September,Q3,2018,36,Wednesday,0
20180906,2018-09-06,6,9,September,Q3,2018,36,Thursday,0
20180908,2018-09-08,8,9,September,Q3,2018,36,Saturday,1
20180910,2018-09-10,10,9,September,Q3,2018,37,Monday,0
20180911,2018-09-11,11,9,September,Q3,2018,37,Tuesday,0
20180912,2018-09-12,12,9,September,Q3,2018,37,Wednesday,0
20180913,2018-09-13,13,9,September,Q3,2018,37,Thursday,0
20180914,2018-09-14,14,9,September,Q3,2018,37,Friday,0
20180917,2018-09-17,17,9,September,Q3,2018,38,Monday,0
20180918,2018-09-18,18,9,September,Q3,2018,38,Tuesday,0
20180919,2018-09-19,19,9,September,Q3,2018,38,Wednesday,0
20180920,2018-09-20,20,9,September,Q3,2018,38,Thursday,0
20180921,2018-09-21,21,9,September,Q3,2018,38,Friday,0
20180924,2018-09-24,24,9,September,Q3,2018,39,Monday,0
20180925,2018-09-25,25,9,September,Q3,2018,39,Tuesday,0
20180926,2018-09-26,26,9,September,Q3,2018,39,Wednesday,0
20180927,2018-09-27,27,9,September,Q3,2018,39,Thursday,0
20180928,2018-09-28,28,9,September,Q3,2018,39,Friday,0
20180929,2018-09-29,29,9,September,Q3,2018,39,Saturday,1
20181001,2018-10-01,1,10,October,Q4,2018,40,Monday,0
20181002,2018-10-02,2,10,October,Q4,2018,40,Tuesday,0
20181003,2018-10-03,3,10,October,Q4,2018,40,Wednesday,0
20181004,2018-10-04,4,10,October,Q4,2018,40,Thursday,0
20181005,2018-10-05,5,10,October,Q4,2018,40,Friday,0
20181010,2018-10-10,10,10,October,Q4,2018,41,Wednesday,0
20181011,2018-10-11,11,10,October,Q4,2018,41,Thursday,0
20181015,2018-10-15,15,10,October,Q4,2018,42,Monday,0
20181016,2018-10-16,16,10,October,Q4,2018,42,Tuesday,0
20181017,2018-10-17,17,10,October,Q4,2018,42,Wednesday,0
20181023,2018-10-23,23,10,October,Q4,2018,43,Tuesday,0
20181025,2018-10-25,25,10,October,Q4,2018,43,Thursday,0
20181030,2018-10-30,30,10,October,Q4,2018,44,Tuesday,0
20181112,2018-11-12,12,11,November,Q4,2018,46,Monday,0
20200203,2020-02-03,3,2,February,Q1,2020,6,Monday,0
20200205,2020-02-05,5,2,February,Q1,2020,6,Wednesday,0
20200409,2020-04-09,9,4,April,Q2,2020,15,Thursday,0
